"","year","plot","CTI","CPI","site"
"1",2002,6,14.4839688323675,678.028105822235,"Angelo"
"2",2002,17,14.4283880627793,612.648239140885,"Angelo"
"3",2002,24,14.3934248671361,620.799429611916,"Angelo"
"4",2002,28,14.61579917092,643.294672518416,"Angelo"
"5",2002,33,13.7077922725896,671.703630485816,"Angelo"
"6",2003,6,14.4048701771059,701.968283880966,"Angelo"
"7",2003,17,13.9928072206732,700.981461325648,"Angelo"
"8",2003,24,14.5851875422058,644.326492339737,"Angelo"
"9",2003,28,14.4655896779032,697.969762977501,"Angelo"
"10",2003,33,13.9887013073241,708.260484062916,"Angelo"
"11",2004,6,14.2470606028632,706.962068097429,"Angelo"
"12",2004,17,13.8301281128129,699.104548182302,"Angelo"
"13",2004,24,14.5254378159041,633.38907859739,"Angelo"
"14",2004,28,14.4552117685863,704.748564566279,"Angelo"
"15",2004,33,14.0922915454235,712.890973739377,"Angelo"
"16",2005,6,14.4157340577579,713.722717499239,"Angelo"
"17",2005,17,14.6906116074167,620.938220464099,"Angelo"
"18",2005,24,14.490047841375,667.117864603737,"Angelo"
"19",2005,28,14.6440153856709,658.412461581985,"Angelo"
"20",2005,33,14.3484292435332,676.030316822701,"Angelo"
"21",2006,6,14.0837615663639,708.470668210859,"Angelo"
"22",2006,17,14.9846929145469,568.441040866101,"Angelo"
"23",2006,24,14.9282419923363,582.058607274566,"Angelo"
"24",2006,28,14.6588088519622,657.763989948927,"Angelo"
"25",2006,33,14.1722357260958,665.662059964463,"Angelo"
"26",2007,6,14.1846034452088,707.757131376359,"Angelo"
"27",2007,17,14.194050200655,672.907552160713,"Angelo"
"28",2007,24,14.4700620794249,659.026176619842,"Angelo"
"29",2007,28,14.5310599061258,659.943951322231,"Angelo"
"30",2007,33,14.6448741415367,628.082481808292,"Angelo"
"31",2008,6,13.9984569439132,711.790957440944,"Angelo"
"32",2008,17,14.4657910996157,641.567753413942,"Angelo"
"33",2008,24,14.4575960879761,637.301004371621,"Angelo"
"34",2008,28,14.5642528444927,654.286555682355,"Angelo"
"35",2008,33,14.4445148119879,635.407869758223,"Angelo"
"36",2009,6,14.2727668660322,681.83945675732,"Angelo"
"37",2009,17,14.6682715508776,613.410243972397,"Angelo"
"38",2009,24,14.7509319509836,598.162106624698,"Angelo"
"39",2009,28,14.673390954036,645.169041547177,"Angelo"
"40",2009,33,14.6154654752571,618.188128091276,"Angelo"
"41",2010,6,14.5768913997954,641.437367337165,"Angelo"
"42",2010,17,14.6519450675968,611.914181921144,"Angelo"
"43",2010,24,14.6993042668288,599.089931433811,"Angelo"
"44",2010,28,14.6396056384537,629.270923224999,"Angelo"
"45",2010,33,14.8000444094657,599.844396675011,"Angelo"
"46",2011,6,14.6729300592707,633.94296240015,"Angelo"
"47",2011,17,14.7749871494692,615.521950743307,"Angelo"
"48",2011,24,14.8205380345794,602.866544981213,"Angelo"
"49",2011,28,14.6653403110392,641.901357491825,"Angelo"
"50",2011,33,14.6391018630063,612.640398734711,"Angelo"
"51",2012,6,14.6514028556872,604.741855959761,"Angelo"
"52",2012,17,14.9595121337742,574.008002786886,"Angelo"
"53",2012,24,14.8114155623987,592.865413646374,"Angelo"
"54",2012,28,14.912637088709,589.922766896756,"Angelo"
"55",2012,33,14.7877972813075,591.217798545667,"Angelo"
"56",2013,6,14.6844735316232,602.50635780582,"Angelo"
"57",2013,17,14.8151096377134,589.876840199706,"Angelo"
"58",2013,24,14.7832585680908,596.710471385217,"Angelo"
"59",2013,28,14.452603128559,639.491670769194,"Angelo"
"60",2013,33,14.774244613641,591.883878662417,"Angelo"
"61",2014,6,14.7593670232041,611.012468960991,"Angelo"
"62",2014,17,14.7349485817597,617.979681061813,"Angelo"
"63",2014,24,14.7551569053666,615.384038705569,"Angelo"
"64",2014,28,14.8714635641678,617.83950112819,"Angelo"
"65",2014,33,14.5660925890347,624.299646679916,"Angelo"
"66",2015,6,14.6073929504614,632.405569807778,"Angelo"
"67",2015,17,14.7968921825658,615.973403546838,"Angelo"
"68",2015,24,14.6108462366486,628.428566665749,"Angelo"
"69",2015,28,14.7716109140366,631.939667544059,"Angelo"
"70",2015,33,14.5356333895668,636.973688877942,"Angelo"
